id,text
188,Тэр одоохон POS төхөөрөмж худалдах.
189,Менежер POS төхөөрөмж хуулбарлах.
190,Найз одоохон POS төхөөрөмж хэвлэх.
191,Менежер саяхан POS төхөөрөмж шалгах гэсэн юм.
192,Менежер одоохон POS төхөөрөмж шилжүүлэх.
193,Би маргааш POS төхөөрөмж явах.
194,Үйлчлүүлэгч одоохон POS төхөөрөмж ярилцах.
195,Менежер саяхан POS төхөөрөмж өгөх.
196,Тэр саяхан QR код авах гэж байна.
197,Хүүхэд өнөөдөр QR код амрах.
198,Үйлчлүүлэгч одоохон QR код асуух.
199,Хүүхэд QR код аялах.
200,Менежер маргааш QR код баталгаажуулах.
201,Менежер өнөөдөр QR код бичих.
202,Хүүхэд өнөөдөр QR код бодолхийлэх.
203,Тэр QR код валют солих.
204,Менежер саяхан QR код гүйлгээ хийх хийв.
205,Би QR код залгах.
206,Менежер өнөөдөр QR код засах.
207,Хүүхэд өнөөдөр QR код зээл авах гэсэн юм.
208,Үйлчлүүлэгч одоохон QR код зөвлөх.
209,Хэрэглэгч өнөөдөр QR код идэх.
210,Хүүхэд маргааш QR код илгээх болно.
211,Менежер маргааш QR код ирэх.
212,Менежер маргааш QR код нээх гэсэн юм.
213,Хүүхэд QR код очих.
214,Тэр QR код скан хийх болно.
215,Найз QR код сонгох.
216,Би QR код судлах.
217,Найз өнөөдөр QR код татах.
218,Би саяхан QR код тоглох.
219,Эгч өнөөдөр QR код турших.
220,Эгч одоохон QR код төлөх.
221,Ах саяхан QR код унших.
222,Найз одоохон QR код устгах.
223,Үйлчлүүлэгч маргааш QR код уух.
224,Эгч саяхан QR код хаах хийв.
225,Ах өнөөдөр QR код хайх.
226,Үйлчлүүлэгч QR код хариулах.
227,Би маргааш QR код худалдаж авах хийв.
228,Менежер одоохон QR код худалдах.
229,Найз QR код хуулбарлах.
230,Найз QR код хэвлэх.
231,Үйлчлүүлэгч саяхан QR код шалгах гэсэн юм.
232,Би маргааш QR код шилжүүлэх.
233,Тэр одоохон QR код явах.
234,Хэрэглэгч QR код ярилцах.
235,Тэр маргааш QR код өгөх.
236,Би одоохон bluetooth авах хийлээ.
237,Ах одоохон bluetooth амрах.
238,Хэрэглэгч одоохон bluetooth асуух.
239,Эгч одоохон bluetooth аялах.
240,Эгч саяхан bluetooth баталгаажуулах.
241,Үйлчлүүлэгч саяхан bluetooth бичих.
242,Тэр одоохон bluetooth бодолхийлэх.
243,Хүүхэд одоохон bluetooth валют солих.
244,Үйлчлүүлэгч маргааш bluetooth гүйлгээ хийх гэж байна.
245,Ах маргааш bluetooth залгах.
246,Хүүхэд өнөөдөр bluetooth засах.
247,Хүүхэд саяхан bluetooth зээл авах хийв.
248,Менежер маргааш bluetooth зөвлөх.
249,Би одоохон bluetooth идэх.
250,Хэрэглэгч өнөөдөр bluetooth илгээх хийлээ.
251,Найз маргааш bluetooth ирэх.
252,Үйлчлүүлэгч маргааш bluetooth нээх болно.
253,Үйлчлүүлэгч саяхан bluetooth очих.
254,Би саяхан bluetooth сонгох.
255,Найз bluetooth судлах.
256,Найз одоохон bluetooth татах.
257,Хүүхэд саяхан bluetooth тоглох.
258,Найз одоохон bluetooth турших.
259,Хүүхэд одоохон bluetooth төлөх.
260,Би bluetooth унших.
261,Үйлчлүүлэгч өнөөдөр bluetooth устгах.
262,Менежер өнөөдөр bluetooth уух.
263,Үйлчлүүлэгч саяхан bluetooth хаах болно.
264,Хүүхэд саяхан bluetooth хайх.
265,Тэр маргааш bluetooth хариулах.
266,Менежер саяхан bluetooth худалдаж авах болно.
267,Хэрэглэгч одоохон bluetooth худалдах.
268,Үйлчлүүлэгч маргааш bluetooth хуулбарлах.
269,Үйлчлүүлэгч өнөөдөр bluetooth хэвлэх.
270,Ах өнөөдөр bluetooth шалгах болно.
271,Ах саяхан bluetooth шилжүүлэх.
272,Эгч өнөөдөр bluetooth явах.
273,Найз одоохон bluetooth ярилцах.
274,Үйлчлүүлэгч саяхан bluetooth өгөх.
275,Тэр саяхан download авах болно.
276,Ах өнөөдөр download амрах.
277,Үйлчлүүлэгч өнөөдөр download асуух.
278,Хэрэглэгч өнөөдөр download аялах.
279,Үйлчлүүлэгч download баталгаажуулах.
280,Тэр өнөөдөр download бичих.
281,Үйлчлүүлэгч download бодолхийлэх.
282,Би саяхан download валют солих.
283,Үйлчлүүлэгч өнөөдөр download гүйлгээ хийх хийлээ.
284,Ах download залгах.
285,Үйлчлүүлэгч одоохон download засах.
286,Хүүхэд одоохон download зээл авах болно.
287,Эгч download зөвлөх.
288,Үйлчлүүлэгч одоохон download идэх.
289,Ах download илгээх хийлээ.
290,Хүүхэд download ирэх.
291,Би өнөөдөр download нээх гэж байна.
292,Үйлчлүүлэгч download очих.
293,Найз download сонгох.
294,Тэр одоохон download судлах.
295,Найз саяхан download татах.
296,Менежер одоохон download тоглох.
297,Хүүхэд маргааш download турших.
298,Менежер маргааш download төлөх.
299,Би саяхан download унших.
300,Ах өнөөдөр download устгах.
301,Найз маргааш download уух.
302,Ах өнөөдөр download хаах гэж байна.
303,Эгч саяхан download хайх.
304,Ах өнөөдөр download хариулах.
305,Би одоохон download худалдаж авах хийлээ.
306,Хүүхэд маргааш download худалдах.
307,Би өнөөдөр download хуулбарлах.
308,Үйлчлүүлэгч маргааш download хэвлэх.
309,Хүүхэд download шалгах гэж байна.
310,Үйлчлүүлэгч саяхан download шилжүүлэх.
311,Найз одоохон download явах.
312,Ах саяхан download ярилцах.
313,Найз өнөөдөр download өгөх.
314,Үйлчлүүлэгч өнөөдөр install авах гэсэн юм.
315,Би өнөөдөр install амрах.
316,Үйлчлүүлэгч саяхан install асуух.
317,Үйлчлүүлэгч одоохон install аялах.
318,Ах одоохон install баталгаажуулах.
319,Үйлчлүүлэгч одоохон install бичих.
320,Үйлчлүүлэгч саяхан install бодолхийлэх.
321,Тэр одоохон install валют солих.
322,Хүүхэд install гүйлгээ хийх хийв.
323,Би одоохон install залгах.
324,Хэрэглэгч саяхан install засах.
325,Үйлчлүүлэгч install зээл авах гэсэн юм.
326,Найз саяхан install зөвлөх.
327,Би маргааш install идэх.
328,Би өнөөдөр install илгээх хийлээ.
329,Тэр одоохон install ирэх.
330,Үйлчлүүлэгч өнөөдөр install нээх хийв.
331,Менежер одоохон install очих.
332,Ах одоохон install сонгох.
333,Хэрэглэгч одоохон install судлах.
334,Хэрэглэгч маргааш install татах.
335,Ах өнөөдөр install тоглох.
336,Хэрэглэгч одоохон install турших.
337,Хүүхэд маргааш install төлөх.
338,Менежер саяхан install унших.
339,Би одоохон install устгах.
340,Ах маргааш install уух.
341,Үйлчлүүлэгч маргааш install хаах гэсэн юм.
342,Менежер саяхан install хайх.
343,Би саяхан install хариулах.
344,Хүүхэд одоохон install худалдаж авах гэсэн юм.
345,Найз саяхан install худалдах.
346,Хэрэглэгч саяхан install хуулбарлах.
347,Хүүхэд одоохон install хэвлэх.
348,Би өнөөдөр install шалгах болно.
349,Тэр өнөөдөр install шилжүүлэх.
350,Үйлчлүүлэгч одоохон install явах.
351,Хүүхэд install ярилцах.
352,Би саяхан install өгөх.
353,Найз өнөөдөр notification авах болно.
354,Тэр notification амрах.
355,Тэр одоохон notification асуух.
356,Ах өнөөдөр notification аялах.
357,Ах одоохон notification баталгаажуулах.
358,Ах өнөөдөр notification бичих.
359,Хүүхэд маргааш notification бодолхийлэх.
360,Тэр маргааш notification валют солих.
361,Менежер одоохон notification гүйлгээ хийх хийлээ.
362,Найз одоохон notification залгах.
363,Тэр өнөөдөр notification засах.
364,Менежер өнөөдөр notification зээл авах хийв.
365,Тэр өнөөдөр notification зөвлөх.
366,Ах маргааш notification идэх.
367,Менежер маргааш notification илгээх хийв.
368,Үйлчлүүлэгч notification ирэх.
369,Үйлчлүүлэгч маргааш notification нээх хийв.
370,Хүүхэд өнөөдөр notification очих.
371,Хүүхэд саяхан notification сонгох.
372,Хүүхэд маргааш notification судлах.
373,Хэрэглэгч саяхан notification татах.
374,Тэр одоохон notification тоглох.
375,Хүүхэд маргааш notification турших.
376,Найз өнөөдөр notification төлөх.
377,Менежер өнөөдөр notification унших.
378,Менежер notification устгах.
379,Хэрэглэгч одоохон notification уух.
380,Менежер одоохон notification хаах гэж байна.
381,Хүүхэд notification хайх.
382,Эгч саяхан notification хариулах.
383,Хэрэглэгч notification худалдаж авах хийлээ.
384,Ах саяхан notification худалдах.
385,Хүүхэд notification хуулбарлах.
386,Эгч одоохон notification хэвлэх.
387,Эгч notification шалгах хийлээ.
388,Үйлчлүүлэгч маргааш notification шилжүүлэх.
389,Менежер notification явах.
390,Хэрэглэгч саяхан notification ярилцах.
391,Менежер маргааш notification өгөх.
392,Хүүхэд саяхан update авах гэсэн юм.
393,Ах өнөөдөр update амрах.
394,Үйлчлүүлэгч өнөөдөр update асуух.
395,Ах одоохон update аялах.
396,Ах update баталгаажуулах.
397,Хүүхэд өнөөдөр update бичих.
398,Үйлчлүүлэгч update бодолхийлэх.
399,Би маргааш update валют солих.
400,Би маргааш update гүйлгээ хийх болно.
401,Хэрэглэгч одоохон update залгах.
402,Эгч өнөөдөр update засах.
403,Тэр одоохон update зээл авах хийв.
404,Эгч өнөөдөр update зөвлөх.
405,Эгч update идэх.
406,Менежер саяхан update илгээх гэж байна.
407,Хүүхэд саяхан update ирэх.
408,Эгч өнөөдөр update нээх хийлээ.
409,Үйлчлүүлэгч одоохон update очих.
410,Үйлчлүүлэгч update сонгох.
411,Хүүхэд маргааш update судлах.
412,Тэр өнөөдөр update татах.
413,Ах одоохон update тоглох.
414,Хэрэглэгч саяхан update турших.
415,Үйлчлүүлэгч одоохон update төлөх.
416,Үйлчлүүлэгч одоохон update унших.
417,Үйлчлүүлэгч өнөөдөр update устгах.
418,Менежер одоохон update уух.
419,Ах өнөөдөр update хаах хийлээ.
420,Хэрэглэгч саяхан update хайх.
421,Үйлчлүүлэгч маргааш update хариулах.
422,Би одоохон update худалдаж авах болно.
423,Би саяхан update худалдах.
424,Би саяхан update хуулбарлах.
425,Хүүхэд маргааш update хэвлэх.
426,Найз саяхан update шалгах болно.
427,Найз өнөөдөр update шилжүүлэх.
428,Үйлчлүүлэгч өнөөдөр update явах.
429,Ах update ярилцах.
430,Үйлчлүүлэгч одоохон update өгөх.
431,Би саяхан upload авах болно.
432,Эгч upload амрах.
433,Үйлчлүүлэгч маргааш upload асуух.
434,Менежер өнөөдөр upload аялах.
435,Найз өнөөдөр upload баталгаажуулах.
436,Тэр маргааш upload бичих.
437,Тэр саяхан upload бодолхийлэх.
438,Үйлчлүүлэгч өнөөдөр upload валют солих.
439,Үйлчлүүлэгч одоохон upload гүйлгээ хийх болно.
440,Хэрэглэгч upload залгах.
441,Хүүхэд upload засах.
442,Эгч өнөөдөр upload зээл авах хийлээ.
443,Тэр маргааш upload зөвлөх.
444,Ах одоохон upload идэх.
445,Би маргааш upload илгээх хийв.
446,Ах одоохон upload ирэх.
447,Хэрэглэгч маргааш upload нээх хийв.
448,Менежер маргааш upload очих.
449,Ах өнөөдөр upload сонгох.
450,Хүүхэд upload судлах.
451,Тэр маргааш upload татах.
452,Найз upload тоглох.
453,Хүүхэд маргааш upload турших.
454,Менежер upload төлөх.
455,Эгч upload унших.
456,Би маргааш upload устгах.
457,Хүүхэд upload уух.
458,Ах өнөөдөр upload хаах хийв.
459,Эгч одоохон upload хайх.
460,Хүүхэд маргааш upload хариулах.
461,Тэр одоохон upload худалдаж авах хийв.
462,Эгч одоохон upload худалдах.
463,Ах одоохон upload хуулбарлах.
464,Менежер маргааш upload хэвлэх.
465,Би маргааш upload шалгах гэж байна.
466,Хүүхэд одоохон upload шилжүүлэх.
467,Найз маргааш upload явах.
468,Ах маргааш upload ярилцах.
469,Тэр маргааш upload өгөх.
470,Би одоохон wifi авах болно.
471,Найз wifi амрах.
472,Хүүхэд wifi асуух.
473,Найз саяхан wifi аялах.
474,Би wifi баталгаажуулах.
475,Хэрэглэгч өнөөдөр wifi бичих.
476,Эгч саяхан wifi бодолхийлэх.
477,Найз wifi валют солих.
478,Тэр өнөөдөр wifi гүйлгээ хийх хийв.
479,Найз өнөөдөр wifi залгах.
480,Хэрэглэгч өнөөдөр wifi засах.
481,Би маргааш wifi зээл авах гэж байна.
482,Эгч саяхан wifi зөвлөх.
483,Үйлчлүүлэгч өнөөдөр wifi идэх.
484,Ах wifi илгээх гэж байна.
485,Би маргааш wifi ирэх.
486,Найз саяхан wifi нээх болно.
487,Би өнөөдөр wifi очих.
488,Үйлчлүүлэгч wifi сонгох.
489,Эгч одоохон wifi судлах.
490,Тэр wifi татах.
491,Ах одоохон wifi тоглох.
492,Хүүхэд маргааш wifi турших.
493,Тэр саяхан wifi төлөх.
494,Ах одоохон wifi унших.
495,Тэр өнөөдөр wifi устгах.
496,Би саяхан wifi уух.
497,Үйлчлүүлэгч одоохон wifi хаах гэсэн юм.
498,Би одоохон wifi хайх.
499,Менежер одоохон wifi хариулах.
500,Ах одоохон wifi худалдаж авах хийлээ.
501,Ах wifi худалдах.
502,Хэрэглэгч саяхан wifi хуулбарлах.
503,Эгч wifi хэвлэх.
504,Эгч маргааш wifi шалгах хийв.
505,Тэр маргааш wifi шилжүүлэх.
506,Менежер саяхан wifi явах.
507,Тэр маргааш wifi ярилцах.
508,Хүүхэд саяхан wifi өгөх.
509,Менежер авлага авах гэсэн юм.
510,Тэр өнөөдөр авлага амрах.
511,Менежер одоохон авлага асуух.
512,Найз одоохон авлага аялах.
513,Хэрэглэгч одоохон авлага баталгаажуулах.
514,Менежер одоохон авлага бичих.
515,Ах маргааш авлага бодолхийлэх.
516,Менежер маргааш авлага валют солих.
517,Үйлчлүүлэгч маргааш авлага гүйлгээ хийх гэж байна.
518,Хүүхэд авлага залгах.
519,Ах авлага засах.
520,Ах одоохон авлага зээл авах гэсэн юм.
521,Хэрэглэгч өнөөдөр авлага зөвлөх.
522,Тэр авлага идэх.
523,Тэр саяхан авлага илгээх болно.
524,Ах одоохон авлага ирэх.
525,Хэрэглэгч одоохон авлага нээх гэсэн юм.
526,Үйлчлүүлэгч саяхан авлага очих.
527,Үйлчлүүлэгч маргааш авлага сонгох.
528,Ах саяхан авлага судлах.
529,Тэр өнөөдөр авлага татах.
530,Эгч одоохон авлага тоглох.
531,Найз авлага турших.
532,Хэрэглэгч саяхан авлага төлөх.
533,Хэрэглэгч авлага унших.
534,Үйлчлүүлэгч саяхан авлага устгах.
535,Найз одоохон авлага уух.
536,Тэр саяхан авлага хаах хийв.
537,Тэр авлага хайх.
538,Үйлчлүүлэгч авлага хариулах.
539,Эгч маргааш авлага худалдаж авах болно.
540,Хэрэглэгч маргааш авлага худалдах.
541,Би өнөөдөр авлага хуулбарлах.
542,Эгч саяхан авлага хэвлэх.
543,Менежер авлага шалгах гэж байна.
544,Би авлага шилжүүлэх.
545,Тэр өнөөдөр авлага явах.
546,Менежер одоохон авлага ярилцах.
547,Хүүхэд маргааш авлага өгөх.
548,Эгч маргааш автобус авах болно.
549,Хэрэглэгч саяхан автобус амрах.
550,Ах автобус асуух.
551,Эгч өнөөдөр автобус аялах.
552,Би автобус баталгаажуулах.
553,Үйлчлүүлэгч одоохон автобус бичих.
554,Менежер одоохон автобус бодолхийлэх.
555,Хүүхэд одоохон автобус валют солих.
556,Үйлчлүүлэгч өнөөдөр автобус гүйлгээ хийх хийв.
557,Ах маргааш автобус залгах.
558,Менежер автобус засах.
559,Үйлчлүүлэгч саяхан автобус зээл авах хийлээ.
560,Тэр маргааш автобус зөвлөх.
561,Би өнөөдөр автобус идэх.
562,Менежер саяхан автобус илгээх гэсэн юм.
563,Би өнөөдөр автобус ирэх.
564,Үйлчлүүлэгч өнөөдөр автобус нээх гэж байна.
565,Үйлчлүүлэгч маргааш автобус очих.
566,Хэрэглэгч автобус сонгох.
567,Би одоохон автобус судлах.
568,Менежер өнөөдөр автобус татах.
569,Эгч одоохон автобус тоглох.
570,Тэр өнөөдөр автобус турших.
571,Тэр саяхан автобус төлөх.
572,Хэрэглэгч автобус унших.
573,Менежер автобус устгах.
574,Менежер автобус уух.
575,Хүүхэд автобус хаах болно.
576,Менежер саяхан автобус хайх.
577,Менежер одоохон автобус хариулах.
578,Үйлчлүүлэгч автобус худалдаж авах хийлээ.
579,Би маргааш автобус худалдах.
580,Эгч саяхан автобус хуулбарлах.
581,Хүүхэд маргааш автобус хэвлэх.
582,Ах одоохон автобус шалгах гэсэн юм.
583,Найз одоохон автобус шилжүүлэх.
584,Менежер саяхан автобус явах.
585,Ах одоохон автобус ярилцах.
586,Үйлчлүүлэгч маргааш автобус өгөх.
587,Найз маргааш ажилдаа явах.
588,Эгч ажилтан авах хийв.
589,Ах саяхан ажилтан амрах.
590,Тэр өнөөдөр ажилтан асуух.
591,Хэрэглэгч маргааш ажилтан аялах.
592,Эгч өнөөдөр ажилтан баталгаажуулах.
593,Ах өнөөдөр ажилтан бичих.
594,Үйлчлүүлэгч өнөөдөр ажилтан бодолхийлэх.
595,Эгч саяхан ажилтан валют солих.
596,Эгч ажилтан гүйлгээ хийх гэж байна.
597,Хүүхэд одоохон ажилтан залгах.
598,Хүүхэд саяхан ажилтан засах.
599,Хэрэглэгч маргааш ажилтан зээл авах гэж байна.
600,Хүүхэд ажилтан зөвлөх.
601,Хүүхэд одоохон ажилтан идэх.
602,Үйлчлүүлэгч маргааш ажилтан илгээх хийв.
603,Би маргааш ажилтан ирэх.
604,Тэр ажилтан нээх болно.
605,Хүүхэд одоохон ажилтан очих.
606,Би ажилтан сонгох.
607,Хэрэглэгч маргааш ажилтан судлах.
608,Ах ажилтан татах.
609,Тэр одоохон ажилтан тоглох.
610,Хүүхэд саяхан ажилтан турших.
611,Тэр ажилтан төлөх.
612,Хүүхэд саяхан ажилтан унших.
613,Найз маргааш ажилтан устгах.
614,Хүүхэд саяхан ажилтан уух.
615,Эгч ажилтан хаах хийлээ.
616,Ах маргааш ажилтан хайх.
